"1411 - Kabinet predsednika vlade, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	402510	"Tekoče vzdrževanje komunikacijske opreme"	390002	"Podpora strežniškemu okolje"	39	"Podpora (CPU)"	30	3000	90000	"stroški postavitev in migracij strežnikov na UE"
"3111-POB07/2008-212"""												
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	402510	"Tekoče vzdrževanje komunikacijske opreme"	390005	"Ostalo"	39	"Podpora (CPU)"	1	15000	15000	"stroški selitev, prilagoditev lokalne kom. opreme UE (3111-OMNM29/2008-316, plačilo po opravljenih urah)"
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	402510	"Tekoče vzdrževanje komunikacijske opreme"	450005	"Storitve zavarovanja informacijske in komunikacijske opreme"	45	"Ostale storitve in oprema"	90	100	9000	"podaljšanje garancije (1l) za strežnike, ki ne bodo zamenjani v  tekočem letu"
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	350011	"Ostalo"	35	"Vzdrževanje in podpora"	12	6000	72000	"izvajanje pogarancijskega vzdrževanja strojne opreme"
												
"3111-POB07/2008-212"""												
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	880	560	492800	
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	58	800	46400	"'prenosno DM' za sprejem vlog na terenu"
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	420202	"Nakup strojne računalniške opreme"	40002	"LCD zaslon 19"""	4	"Računalniški zasloni"	759	140	106260	
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	420202	"Nakup strojne računalniške opreme"	60001	"Matrični tiskalniki"	6	"Tiskalniška oprema"	32	600	19200	"posebni matrični tiskalniki"
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	450	310	139500	"amortizacijska obnova namiznih laserskih tiskalnikov , z obračalnikom in 2 predaloma na UE"
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	4	800	3200	"'passbook' tiskalniki za overitve"
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	82	620	50840	"A4 mrežni tiskalniki"
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	20	2200	44000	"zmogljivejši A3/A4 laserski tiskalniki"
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	420202	"Nakup strojne računalniške opreme"	70002	"Optični čitalnik  A4"	7	"Optični čitalniki"	58	1400	81200	"optični čitalniki za glavne pisarne"
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	420222	"Nakup strežnikov in diskovnih sistemov"	400012	"Strežniki in strežniški sistemi"	40	"Vzdrževanje strojne opreme"	30	12000	360000	"strežniške gruče (30/58)"
	"5622"	"Investicije, podpora in vzdrževanje strojne, komunikacijske in licenčne programske opreme, lokalnih računalniških omrežij UE in DO"	420703	"Nakup licenčne programske opreme"	310006	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov in nadgradenj"	31	"vzdrževanje licenc"	300	68	20400	"nakup strežniških licenc NSL6.x ali OES2 za UE Ljubljana"
	"5634"	"Kontaktni center (EVT)"	402011	"Storitve informacijske podpore uporabnikom"	320004	"Strošek storitve uporabe klicnega centra"	32	"Klicni center, center za podporo uporabnikom angl: ""help desk""; Kontaktni center"	11	"384999,93"	"4234999,23"	"izvajanje storitev EVT (3111-POB07/2008-212)"
	"5634"	"Kontaktni center (EVT)"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	320001	"Sistem za celovito upravljanje in izvajanje večnivojske podpore uporabnikov"	32	"Klicni center, center za podporo uporabnikom angl: ""help desk""; Kontaktni center"	1	20000	20000	"vzdrževanje aplikacije za spremljanje izvajanja stortitev podpore (Maximo: 3111-2007-POB-05/2007-476 (aneks 3) do maj 2010"
	"5634"	"Kontaktni center (EVT)"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	320001	"Sistem za celovito upravljanje in izvajanje večnivojske podpore uporabnikov"	32	"Klicni center, center za podporo uporabnikom angl: ""help desk""; Kontaktni center"	1	46796	46796	"vzdrževanje (nova JN po maju 2010) in dopolnitve funkcionalnosti v aplikaciji za spremljanje izvajanja stortitev podpore"
	"5634"	"Kontaktni center (EVT)"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	320001	"Sistem za celovito upravljanje in izvajanje večnivojske podpore uporabnikov"	32	"Klicni center, center za podporo uporabnikom angl: ""help desk""; Kontaktni center"	1	5132	5132	"vzdrževanje aplikacije za spremljanje telefonskih klicev 'CTI' (3111-PIC-MJU28/2009-147)"
	"5634"	"Kontaktni center (EVT)"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	390003	"Podpora aplikativnemu okolje"	39	"Podpora (CPU)"	11	7900	86900	"administracija, urejanje in dopolnjevanje baz in šifrantov (zunanje izvjanje) aplikacije za spremljanje storitev izvajanja podpore"
	"5832"	"Investicije, podpora in vzdrževanje informacijske infrastrukture državnih organov"	402011	"Storitve informacijske podpore uporabnikom"	390002	"Podpora strežniškemu okolje"	39	"Podpora (CPU)"	1	6000	6000	"spec. podpora Novell (sprejeta obveznost C3111-09-583202)"
	"5832"	"Investicije, podpora in vzdrževanje informacijske infrastrukture državnih organov"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310007	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	31	"vzdrževanje licenc"	1	240000	240000	"sprejete obveznosti, IBM/ESSO pogodba 3111-2008/P 27/2008 - 198"
												
"prog. oprema, LN licence za DO"""												
	"5832"	"Investicije, podpora in vzdrževanje informacijske infrastrukture državnih organov"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310007	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	31	"vzdrževanje licenc"	1	118000	118000	"sprejete obveznosti, vzdrževanje in posodobitve AVZ zaščite DO 311-ODAV8/2007-550"
	"5832"	"Investicije, podpora in vzdrževanje informacijske infrastrukture državnih organov"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	390002	"Podpora strežniškemu okolje"	39	"Podpora (CPU)"	1	3660	3660	"stroški migracij in postavitev ob prenovi sistema za distribucijo prog. opreme dist.sigov.si (storitve po pog. POB07/208-212)"
	"5832"	"Investicije, podpora in vzdrževanje informacijske infrastrukture državnih organov"	420222	"Nakup strežnikov in diskovnih sistemov"	230002	"Datotečni strežniki"	23	"Strežniki"	1	"50721,59"	"50721,59"	"nakup strežniške opreme za prenovo in povečanje zmogljivosti sistema za distribucijo prog. opreme, odjemalcev in popravkov (AVZ, FORM, Mferac )"
"dist.sigov.si"""												
	"5832"	"Investicije, podpora in vzdrževanje informacijske infrastrukture državnih organov"	420703	"Nakup licenčne programske opreme"	310006	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov in nadgradenj"	31	"vzdrževanje licenc"	450	68	30600	"nakup strežniških licenc (Novell  Upgrade protection Open Workgroup maint.)"
	"5832"	"Investicije, podpora in vzdrževanje informacijske infrastrukture državnih organov"	420703	"Nakup licenčne programske opreme"	310007	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	31	"vzdrževanje licenc"	1	10000	10000	"razna posebna programska oprema (Netzoom, Syslog kiwi,...)"
	"6863"	"Učinkovita in uspešna javna uprava - 07-13 - EU"	402007	"Računalniške storitve"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	"818245,7"	"818245,7"	"nadgradnja portala e-VEM"
	"6863"	"Učinkovita in uspešna javna uprava - 07-13 - EU"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	"912053,4"	"912053,4"	"enotni spletni portal stvarnega premoženja"
	"6863"	"Učinkovita in uspešna javna uprava - 07-13 - EU"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	1708075	1708075	"interoperabilnost in e-izmenjava podatkov"
	"6863"	"Učinkovita in uspešna javna uprava - 07-13 - EU"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	850000	850000	"e-sociala"
	"6863"	"Učinkovita in uspešna javna uprava - 07-13 - EU"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	850000	850000	"e-računi"
	"6863"	"Učinkovita in uspešna javna uprava - 07-13 - EU"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	1062500	1062500	"e-javno naročanje"
	"6863"	"Učinkovita in uspešna javna uprava - 07-13 - EU"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	145238	145238	"e-uprava SS"
	"6863"	"Učinkovita in uspešna javna uprava - 07-13 - EU"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	2805000	2805000	"vzpostavitev enotne kontaktne točke (EKT)"
	"6863"	"Učinkovita in uspešna javna uprava - 07-13 - EU"	420806	"Analize, študije in načrti z informacijskega področja"	360012	"Izdelava projektne naloge"	36	"Analiza, načrtovanje in dokumentiranje"	1	"256259,7"	"256259,7"	"krepitev usposobljenosti za izvajanje presoje učinkov predpisov in vključevanje javnosti v pripravo in izvajanje politik"
	"6863"	"Učinkovita in uspešna javna uprava - 07-13 - EU"	420806	"Analize, študije in načrti z informacijskega področja"	360020	"Ostalo"	36	"Analiza, načrtovanje in dokumentiranje"	1	765000	765000	"projekt merjenja administrativnih stroškov in bremen v predpisih RS"
	"6999"	"Učinkovita in uspešna javna uprava - 07-13 - slovenska udeležba"	402007	"Računalniške storitve"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	"144396,3"	"144396,3"	"nadgradnja portala e-VEM"
	"6999"	"Učinkovita in uspešna javna uprava - 07-13 - slovenska udeležba"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	"160950,6"	"160950,6"	"enotni spletni portal stvarnega premoženja"
	"6999"	"Učinkovita in uspešna javna uprava - 07-13 - slovenska udeležba"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	301425	301425	"interoperabilnost in e-izmenjava podatkov"
	"6999"	"Učinkovita in uspešna javna uprava - 07-13 - slovenska udeležba"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	150000	150000	"e-sociala"
	"6999"	"Učinkovita in uspešna javna uprava - 07-13 - slovenska udeležba"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	150000	150000	"e-računi"
	"6999"	"Učinkovita in uspešna javna uprava - 07-13 - slovenska udeležba"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	187500	187500	"e-javno naročanje"
	"6999"	"Učinkovita in uspešna javna uprava - 07-13 - slovenska udeležba"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	25630	25630	"e-uprava SS"
	"6999"	"Učinkovita in uspešna javna uprava - 07-13 - slovenska udeležba"	402516	"Tekoče vzdrževanje operativnega informacijskega okolja"	410006	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	41	"Vzdrževanje programske opreme"	1	495000	495000	"vzpostavitev enotne kontaktne točke (EKT)"
	"6999"	"Učinkovita in uspešna javna uprava - 07-13 - slovenska udeležba"	420806	"Analize, študije in načrti z informacijskega področja"	360012	"Izdelava projektne naloge"	36	"Analiza, načrtovanje in dokumentiranje"	1	"45222,3"	"45222,3"	"krepitev usposobljenosti za izvajanje presoje učinkov predpisov in vključevanje javnosti v pripravo in izvajanje politik"
	"6999"	"Učinkovita in uspešna javna uprava - 07-13 - slovenska udeležba"	420806	"Analize, študije in načrti z informacijskega področja"	360020	"Ostalo"	36	"Analiza, načrtovanje in dokumentiranje"	1	135000	135000	"projekt merjenja administrativnih stroškov in bremen v predpisih RS"
	"7561"	"Najemnine - stanovanja - sredstva od oddaje državnega premoženja"	420704	"Nakup druge (nelicenčne) programske opreme"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	15000	15000	
	"7687"	"Prenos govora preko komunikacijskega omrežja državnih organov"	402007	"Računalniške storitve"	430001	"Zunanje izvajanje nalog iz področja komunikacij"	43	"Zunanje izvajanje nalog"	1	8304	8304	"NRP-3111-08-0013 - Razvoj in vzpostavitev storitev za prenos govora - Stroški pristojbine in upravljanje številskega prostora (za 6 mesecev)"
	"7687"	"Prenos govora preko komunikacijskega omrežja državnih organov"	420202	"Nakup strojne računalniške opreme"	40005	"Ostalo"	4	"Računalniški zasloni"	1	20200	20200	"NRP-3111-08-0013 - Razvoj in vzpostavitev storitev za prenos govora - Nakup in nadgradnja konzolne in servisne opreme"
	"7687"	"Prenos govora preko komunikacijskega omrežja državnih organov"	420238	"Nakup telekomunikacijske opreme"	290008	"Prehodi"	29	"Pasivna mrežna oprema"	1	15500	15500	"NRP-3111-08-0013 - Razvoj in vzpostavitev storitev za prenos govora - Nakup nadgradnje centrale - prehoda z Fiksnega - Langusova 4 (redundančno),"
	"7687"	"Prenos govora preko komunikacijskega omrežja državnih organov"	420248	"Nakup aktivne mrežne in komunikacijske opreme"	400014	"Aktivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	51000	51000	"NRP-3111-08-0013 - Razvoj in vzpostavitev storitev za prenos govora - Nakup in vzdrževanje - ENUM Strežnik"
	"7687"	"Prenos govora preko komunikacijskega omrežja državnih organov"	420806	"Analize, študije in načrti z informacijskega področja"	360003	"Analiza procesov"	36	"Analiza, načrtovanje in dokumentiranje"	2	907	1814	"NRP-3111-08-0013 - Razvoj in vzpostavitev storitev za prenos govora - Nakup stikalne mrežne opreme POE"
	"7687"	"Prenos govora preko komunikacijskega omrežja državnih organov"	420806	"Analize, študije in načrti z informacijskega področja"	360013	"Izdelava projekta za izvedbo"	36	"Analiza, načrtovanje in dokumentiranje"	1	17583	17583	"NRP-3111-08-0013 - Razvoj in vzpostavitev storitev za prenos govora - Izdelava projektne dokumentacije"
"Skupaj (EUR):"	12578319											
												
"6206 - Upravna enota Domžale, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3613"	"Investicije in investicijsko vzdrževanje državnih organov"	420301	"Nakup drugih osnovnih sredstev"	60004	"Multifunkcijske naprave"	6	"Tiskalniška oprema"	1	3500	3500	
"Skupaj (EUR):"	0											
												
"6208 - Upravna enota Gornja Radgona, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3615"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	30005	"Ostalo"	3	"Ročni računalniki"	1	100	100	"Mobilni aparat razred 2"
"Skupaj (EUR):"	0											
												
"6209 - Upravna enota Grosuplje, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3616"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	1	400	400	"laserski tiskalnik"
	"3616"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	60005	"Ostalo"	6	"Tiskalniška oprema"	4	100	400	"mobilni telefoni"
"Skupaj (EUR):"	0											
												
"6212 - Upravna enota Ilirska Bistrica, verzija: 7"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3619"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	1	1000	1000	"prenosni računalnik"
"Skupaj (EUR):"	0											
												
"6213 - Upravna enota Izola, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"7840"	"Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja"	420202	"Nakup strojne računalniške opreme"	60004	"Multifunkcijske naprave"	6	"Tiskalniška oprema"	1	3000	3000	
"Skupaj (EUR):"	34944											
												
"6215 - Upravna enota Kamnik, verzija: 9"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3622"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60005	"Ostalo"	6	"Tiskalniška oprema"	1	1000	1000	"aparat za uničevanje dokumentov"
"Skupaj (EUR):"	0											
												
"6216 - Upravna enota Kočevje, verzija: 7"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3623"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60004	"Multifunkcijske naprave"	6	"Tiskalniška oprema"	4	250	1000	
	"3623"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	1	1000	1000	
"Skupaj (EUR):"	0											
												
"6222 - Upravna enota Lendava, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3629"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	2	800	1600	"Načrtovana zamenjava dotrajane računalniške opreme."
	"3629"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20003	"Ostalo"	2	"Prenosni računalniki"	2	250	500	"Načrtovana zamenjava dotrajane računalniške opreme."
	"3629"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60005	"Ostalo"	6	"Tiskalniška oprema"	2	500	1000	"Načrtovana zamenjava dotrajane računalniške opreme."
	"3629"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70004	"Ostalo"	7	"Optični čitalniki"	8	300	2400	"Načrtovana zamenjava dotrajane računalniške opreme."
"Skupaj (EUR):"	776052											
												
"6225 - Upravna enota Ljutomer, verzija: 10"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3632"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	200017	"Ostalo"	20	"Periferna oprema, eno ali več procesorskih strežnikov ter delovnih postaj posebnega pomena"	1	"2080,44"	"2080,44"	
	"3632"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	200017	"Ostalo"	20	"Periferna oprema, eno ali več procesorskih strežnikov ter delovnih postaj posebnega pomena"	1	"166,5"	"166,5"	
"Skupaj (EUR):"	309162											
												
"6229 - Upravna enota Mozirje, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3636"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	30005	"Ostalo"	3	"Ročni računalniki"	1	150	150	"mobilni telefon"
"Skupaj (EUR):"	0											
												
"6230 - Upravna enota Murska Sobota, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3637"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10001	"Ekonomični osebni računalnik"	1	"Osebni računalniki"	2	1500	3000	
	"3637"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	40005	"Ostalo"	4	"Računalniški zasloni"	2	150	300	
	"9325"	"Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja"	420202	"Nakup strojne računalniške opreme"	40002	"LCD zaslon 19"""	4	"Računalniški zasloni"	2	250	500	
"Skupaj (EUR):"	14400											
												
"6232 - Upravna enota Novo mesto, verzija: 7"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"6810"	"Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja"	420202	"Nakup strojne računalniške opreme"	20002	"Zmogljivejši prenosni računalnik"	2	"Prenosni računalniki"	4	500	2000	
"Skupaj (EUR):"	0											
												
"6241 - Upravna enota Ribnica, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3654"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	2	500	1000	"Skenerja  za dva oddelka za skeniranje izhodne pošte."
"Skupaj (EUR):"	0											
												
"6244 - Upravna enota Sežana, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	4	1000	4000	
	"3661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40001	"LCD zaslon 17"""	4	"Računalniški zasloni"	1	266	266	
	"8972"	"Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja"	420202	"Nakup strojne računalniške opreme"	10003	"Zmogljivejši osebni računalnik"	1	"Osebni računalniki"	1	1500	1500	
"Skupaj (EUR):"	0											
												
"6246 - Upravna enota Slovenska Bistrica, verzija: 7"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"7550"	"Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	1	1000	1000	
"Skupaj (EUR):"	0											
												
"6250 - Upravna enota ämarje pri Jelšah, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3674"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	1	1000	1000	
"Skupaj (EUR):"	0											
												
"6251 - Upravna enota Tolmin, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3676"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	30005	"Ostalo"	3	"Ročni računalniki"	3	30	90	"GSM aparati"
"Skupaj (EUR):"	0											
												
"6253 - Upravna enota Trebnje, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2803"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	410005	"Vzdrževanje programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	41	"Vzdrževanje programske opreme"	1	1043	1043	
"Skupaj (EUR):"	0											
												
"3211 - Ministrstvo za visoko šolstvo, znanost in tehnologijo, verzija: 7"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
